104,36,0,31,29,1
105,12,0,40,37,1
106,10,0,39,24,1
107,1,0,12,21,1
108,10,0,64,0,1
109,45,0,75,16,1
110,7,0,81,26,1
111,29,0,41,24,1
112,48,0,48,31,1
113,30,0,6,36,1
114,5,0,44,9,1
115,12,0,46,45,1
116,0,0,64,16,1
117,17,0,11,36,1
118,40,0,36,10,1
119,45,0,80,46,1
120,48,0,40,26,1
121,28,0,50,43,1
122,34,0,6,47,1
123,30,0,22,47,1
124,6,0,20,22,1
125,24,0,37,20,1
126,37,0,38,29,1
127,49,0,24,42,1
128,34,0,23,14,1
129,39,0,76,31,1
130,46,0,41,11,1
131,7,0,16,13,1
132,48,0,2,20,1
133,27,0,63,29,1
134,9,0,66,1,1
135,41,0,80,36,1
136,17,0,31,43,1
137,25,0,23,40,1
138,4,0,5,10,1
139,8,0,95,37,1
140,38,0,76,3,1
141,37,0,42,14,1
142,23,0,35,39,1
143,13,0,29,11,1
144,1,0,45,42,1
145,15,0,91,36,1
146,45,0,94,6,1
147,7,0,50,13,1
148,49,0,73,21,1
149,7,0,52,29,1
150,39,0,36,12,1
151,38,0,70,35,1
152,24,0,16,11,1
153,41,0,99,29,1
154,28,0,82,27,1
155,44,0,12,38,1
156,31,0,99,2,1
157,38,0,77,5,1
158,5,0,44,47,1
159,27,0,49,48,1
160,17,0,43,49,1
161,36,0,62,35,1
162,31,0,59,28,1
163,6,0,85,5,1
164,36,0,48,18,1
165,29,0,99,33,1
166,9,0,19,15,1
167,38,0,14,28,1
168,38,0,62,49,1
169,35,0,90,14,1
170,35,0,16,40,1
171,2,0,88,6,1
172,9,0,57,48,1
173,6,0,1,13,1
174,22,0,97,16,1
175,2,0,10,42,1
176,31,0,38,37,1
177,26,0,86,39,1
178,42,0,94,30,1
179,10,0,23,0,1
180,25,0,61,22,1
181,37,0,81,47,1
182,12,0,16,36,1
183,9,0,58,11,1
184,1,0,22,48,1
185,31,0,31,48,1
186,3,0,48,18,1
187,26,0,18,48,1
188,44,0,58,8,1
189,27,0,86,25,1
190,24,0,78,39,1
191,34,0,23,23,1
192,37,0,86,14,1
193,44,0,66,49,1
194,27,0,24,16,1
195,37,0,71,48,1
196,22,0,15,19,1
197,37,0,88,5,1
198,37,0,74,8,1
199,35,0,65,24,1
200,14,0,76,20,1
201,46,0,51,27,1
202,43,0,28,8,1
203,49,0,54,35,1
204,19,0,36,18,1
205,7,0,18,7,1
206,44,0,57,12,1
207,24,0,44,24,1
208,45,0,6,8,1
209,45,0,85,7,1
210,8,0,56,23,1
211,21,0,22,14,1
212,14,0,95,13,1
213,27,0,16,9,1
214,9,0,43,34,1
215,49,0,61,32,1
216,9,0,67,0,1
217,6,0,58,18,1
218,10,0,98,44,1
219,39,0,68,35,1
220,12,0,40,28,1
221,25,0,23,33,1
222,29,0,1,35,1
223,38,0,70,7,1
224,16,0,40,13,1
225,3,0,60,15,1
226,35,0,76,16,1
227,7,0,35,34,1
228,44,0,49,39,1
229,36,0,8,38,1
230,38,0,86,37,1
231,32,0,14,14,1
232,25,0,72,15,1
233,20,0,81,7,1
234,29,0,57,38,1
235,5,0,36,39,1
236,24,0,9,34,1
237,12,0,67,1,1
238,38,0,29,33,1
239,36,0,12,28,1
240,15,0,62,16,1
241,26,0,72,16,1
242,18,0,30,27,1
243,25,0,84,43,1
244,29,0,45,34,1
245,29,0,91,47,1
246,47,0,5,12,1
247,15,0,67,49,1
248,10,0,3,22,1
249,14,0,85,9,1
250,7,0,81,10,1
251,14,0,56,18,1
252,35,0,23,42,1
253,16,0,92,1,1
254,43,0,63,44,1
255,28,0,69,11,1
256,41,0,87,27,1
257,47,0,1,42,1
258,49,0,20,24,1
259,10,0,50,41,1
260,40,0,42,16,1
261,28,0,92,28,1
262,14,0,90,29,1
263,2,0,46,2,1
264,7,0,58,15,1
265,4,0,72,30,1
266,27,0,5,6,1
267,36,0,12,21,1
268,31,0,3,16,1
269,22,0,99,4,1
270,26,0,45,23,1
271,3,0,58,9,1
272,31,0,38,18,1
273,35,0,47,14,1
274,46,0,59,5,1
275,1,0,18,5,1
276,29,0,26,4,1
277,39,0,27,8,1
278,47,0,60,35,1
279,16,0,19,36,1
280,2,0,48,34,1
281,33,0,80,37,1
282,1,0,56,21,1
283,45,0,36,38,1
284,47,0,21,12,1
285,22,0,5,18,1
286,35,0,55,45,1
287,9,0,59,39,1
288,17,0,69,47,1
289,28,0,91,24,1
290,38,0,52,21,1
291,19,0,44,23,1
292,47,0,49,13,1
293,19,0,86,8,1
294,20,0,77,25,1
295,17,0,54,41,1
296,22,0,2,25,1
297,20,0,54,43,1
298,49,0,40,43,1
299,7,0,11,32,1
300,25,0,22,30,1
301,38,0,93,5,1
302,41,0,33,42,1
303,42,0,40,13,1
304,48,0,34,41,1
305,13,0,82,31,1
306,37,0,79,25,1
307,33,0,65,31,1
308,0,0,63,33,1
309,0,0,60,38,1
310,32,0,14,46,1
311,2,0,20,20,1
312,5,0,63,29,1
313,10,0,4,35,1
314,14,0,64,23,1
315,3,0,57,1,1
316,19,0,11,30,1
317,16,0,74,43,1
318,35,0,87,20,1
319,7,0,86,41,1
320,30,0,97,22,1
321,22,0,41,41,1
322,32,0,77,12,1
323,49,0,40,47,1
324,11,0,58,13,1
325,8,0,4,13,1
326,47,0,88,40,1
327,45,0,38,37,1
328,34,0,4,44,1
329,9,0,78,44,1
330,16,0,21,44,1
331,47,0,39,48,1
332,40,0,9,3,1
333,17,0,44,2,1
334,24,0,68,43,1
335,25,0,45,3,1
336,47,0,58,45,1
337,44,0,55,13,1
338,43,0,29,0,1
339,22,0,27,45,1
340,40,0,77,46,1
341,37,0,87,46,1
342,36,0,5,11,1
343,25,0,16,20,1
344,4,0,70,23,1
345,9,0,35,13,1
346,9,0,93,43,1
347,41,0,43,2,1
348,31,0,33,4,1
349,22,0,12,0,1
350,0,0,8,5,1
351,44,0,69,23,1
352,21,0,2,45,1
353,40,0,6,26,1
354,20,0,11,39,1
355,30,0,51,7,1
356,36,0,65,12,1
357,13,0,48,2,1
358,48,0,15,6,1
359,48,0,27,37,1
360,25,0,63,23,1
361,4,0,72,1,1
362,24,0,94,25,1
363,42,0,79,28,1
364,10,0,76,48,1
365,10,0,51,46,1
366,40,0,46,4,1
367,29,0,87,45,1
368,33,0,50,41,1
369,33,0,98,7,1
370,35,0,91,27,1
371,9,0,55,39,1
372,44,0,86,27,1
373,10,0,56,3,1
374,10,0,79,2,1
375,37,0,10,14,1
376,22,0,63,49,1
377,6,0,41,37,1
378,41,0,51,26,1
379,32,0,12,32,1
380,16,0,1,14,1
381,37,0,20,19,1
382,32,0,64,35,1
383,24,0,94,5,1
384,19,0,6,26,1
385,36,0,50,45,1
386,2,0,27,19,1
387,47,0,52,49,1
388,33,0,82,45,1
389,11,0,42,19,1
390,28,0,7,30,1
391,42,0,83,47,1
392,24,0,58,47,1
393,24,0,87,49,1
394,18,0,7,26,1
395,15,0,9,38,1
396,22,0,61,11,1
397,35,0,10,8,1
398,0,0,3,41,1
399,45,0,75,23,1
400,36,0,83,44,1
401,41,0,14,20,1
402,41,0,57,44,1
403,42,0,14,28,1
404,31,0,18,44,1
405,17,0,87,29,1
406,0,0,38,35,1
407,9,0,46,7,1
408,47,0,28,29,1
409,0,0,55,6,1
410,8,0,37,12,1
411,24,0,30,39,1
412,48,0,1,29,1
413,24,0,28,16,1
414,42,0,5,34,1
415,1,0,50,26,1
416,2,0,23,39,1
417,0,0,83,38,1
418,19,0,19,45,1
419,45,0,89,3,1
420,3,0,42,10,1
421,39,0,18,3,1
422,44,0,13,6,1
423,28,0,35,17,1
424,29,0,39,33,1
425,12,0,92,12,1
426,24,0,2,42,1
427,2,0,78,2,1
428,5,0,39,4,1
429,19,0,28,48,1
430,15,0,58,24,1
431,49,0,77,19,1
432,20,0,50,31,1
433,2,0,41,17,1
434,6,0,23,35,1
435,46,0,1,17,1
436,44,0,66,42,1
437,18,0,28,11,1
438,23,0,22,31,1
439,20,0,47,15,1
440,13,0,61,40,1
441,20,0,79,29,1
442,44,0,1,35,1
443,24,0,18,43,1
444,43,0,79,18,1
445,36,0,95,15,1
446,32,0,4,14,1
447,48,0,79,46,1
448,48,0,11,19,1
449,28,0,18,27,1
450,32,0,94,49,1
451,8,0,2,19,1
452,4,0,56,34,1
453,32,0,21,48,1
454,49,0,14,24,1
455,32,0,80,5,1
456,1,0,11,30,1
457,22,0,56,37,1
458,44,0,47,44,1
459,26,0,8,24,1
460,17,0,71,33,1
461,23,0,43,19,1
462,40,0,27,11,1
463,19,0,43,25,1
464,39,0,29,35,1
465,10,0,43,12,1
466,23,0,3,3,1
467,2,0,45,32,1
468,20,0,42,41,1
469,4,0,53,0,1
470,5,0,73,35,1
471,17,0,90,18,1
472,38,0,29,29,1
473,26,0,18,30,1
474,13,0,31,0,1
475,41,0,99,19,1
476,46,0,38,23,1
477,14,0,71,43,1
478,5,0,47,38,1
479,8,0,62,8,1
480,22,0,26,17,1
481,5,0,99,19,1
482,49,0,93,1,1
483,31,0,62,0,1
484,10,0,50,35,1
485,10,0,61,49,1
486,32,0,85,40,1
487,49,0,29,12,1
488,1,0,43,13,1
489,37,0,5,32,1
490,32,0,19,39,1
491,12,0,53,27,1
492,4,0,11,47,1
493,18,0,42,15,1
494,48,0,20,36,1
495,14,0,29,40,1
496,30,0,30,47,1
497,6,0,85,47,1
498,42,0,77,27,1
499,24,0,65,16,1
